what : 554
indians : 3
inc : 3
ileana : 3
ii : 3
house : 3
hotel : 3
honecker : 3
homelite : 3
hitler : 3
held : 3
group : 3
full : 3
former : 3
flows : 3
famous : 3
ewoks : 3
everest : 3
europe : 3
edgar : 3
disabilities : 3
direction : 3
department : 3
dam : 3
court : 3
county : 3
cotrubas : 3
continental : 3
constellation : 3
comes : 3
colorado : 3
buried : 3
build : 3
british : 3
britain : 3
book : 3
birthplace : 3
begin : 3
based : 3
attractions : 3
assassinated : 3
arch : 3
along : 3
african : 3
act : 3
27 : 3
10 : 3
yellow : 2
working : 2
woman : 2
windsor : 2
william : 2
victor : 2
vegas : 2
valley : 2
usa : 2
trinidad : 2
tourists : 2
tourist : 2
title : 2
tip : 2
texas : 2
territory : 2
temple : 2
telephone : 2
tax : 2
tale : 2
surfing : 2
surface : 2
students : 2
strait : 2
steps : 2
stefan : 2
statistics : 2
station : 2
standard : 2
stadium : 2
sport : 2
spanish : 2
space : 2
soccer : 2
smallest : 2
six : 2
sinn : 2
singer : 2
silver : 2
shot : 2
share : 2
serve : 2
separates : 2
secondhighest : 2
second : 2
scotland : 2
scandinavian : 2
say : 2
rubber : 2
royal : 2
rocky : 2
rights : 2
richest : 2
restaurant : 2
research : 2
representatives : 2
represent : 2
region : 2
rate : 2
ranges : 2
randolph : 2
rail : 2
race : 2
queen : 2
province : 2
producer : 2
prison : 2
populated : 2
plan : 2
piano : 2
persian : 2
per : 2
pennsylvania : 2
pacific : 2
owns : 2
original : 2
operation : 2
opera : 2
oil : 2
oceans : 2
occupy : 2
number : 2
nuclear : 2
nile : 2
nevada : 2
natural : 2
nations : 2
monument : 2
mont : 2
monaco : 2
mile : 2
microsoft : 2
miami : 2
mexico : 2
merchant : 2
medical : 2
mckinley : 2
may : 2
mau : 2
map : 2
main : 2
luther : 2
lowest : 2
los : 2
lord : 2
liverpool : 2
little : 2
linked : 2
line : 2
lincoln : 2
like : 2
library : 2
level : 2
least : 2
leader : 2
language : 2
landing : 2
land : 2
la : 2
korean : 2
kind : 2
journal : 2
join : 2
jersey : 2
japan : 2
jamiroquai : 2
italy : 2
italian : 2
info : 2
individuals : 2
indian : 2
independence : 2
importer : 2
hugo : 2
hole : 2
hit : 2
history : 2
hillary : 2
high : 2
hibernia : 2
hearst : 2
habitat : 2
gulliver : 2
growing : 2
grow : 2
green : 2
government : 2
got : 2
gorbachev : 2
germany : 2
georgia : 2
geographical : 2
general : 2
gay : 2
gates : 2
games : 2
free : 2
francis : 2
fought : 2
ford : 2
forces : 2
florida : 2
flintstones : 2
flags : 2
flag : 2
fifth : 2
field : 2
fein : 2
feet : 2
features : 2
falls : 2
face : 2
eye : 2
expensive : 2
english : 2
end : 2
empty : 2
element : 2
einstein : 2
education : 2
edinburgh : 2
edberg : 2
eastern : 2
dog : 2
district : 2
discovered : 2
degrees : 2
de : 2
danube : 2
cup : 2
cross : 2
corpus : 2
corporate : 2
companies : 2
commercial : 2
coastline : 2
club : 2
closest : 2
claims : 2
civil : 2
cathedral : 2
case : 2
cars : 2
callosum : 2
busiest : 2
burned : 2
brown : 2
brothers : 2
blanc : 2
big : 2
berlin : 2
becoming : 2
became : 2
battle : 2
australia : 2
atlantic : 2
art : 2
around : 2
americas : 2
alphabetical : 2
alley : 2
alaska : 2
airports : 2
active : 2
6th : 2
49 : 2
1998 : 2
1937 : 2
1847 : 2
1797185 : 2
13 : 2
11 : 2
zoo : 1
zones : 1
zero : 1
zebras : 1
yukon : 1
yellowstone : 1
years : 1
year : 1
wwii : 1
wu : 1
written : 1
write : 1
wright : 1
wrestler : 1
wrath : 1
worth : 1
worlds : 1
work : 1
words : 1
woodstock : 1
woo : 1
within : 1
wiper : 1
winter : 1
wines : 1
windshield : 1
wind : 1
wilkes : 1
wilhelm : 1
wile : 1
wiener : 1
wide : 1
whorehouse : 1
who : 1
white : 1
westwardflowing : 1
westernmost : 1
wenceslas : 1
weird : 1
webster : 1
websites : 1
wears : 1
weapon : 1
wealthiest : 1
wc : 1
way : 1
waterways : 1
waterfall : 1
watchers : 1
want : 1
wang : 1
wander : 1
wall : 1
walker : 1
vote : 1
volcanoes : 1
visitors : 1
visiting : 1
visited : 1
visible : 1
virtual : 1
vinci : 1
vienna : 1
videotape : 1
victory : 1
via : 1
veterans : 1
vermont : 1
venus : 1
venice : 1
venetian : 1
van : 1
value : 1
utah : 1
usually : 1
useful : 1
used : 1
use : 1
uruguay : 1
uris : 1
urgent : 1
uptodate : 1
uprising : 1
upper : 1
uplands : 1
union : 1
understand : 1
ukulele : 1
typical : 1
ty : 1
twins : 1
twice : 1
twelve : 1
twain : 1
turret : 1
turner : 1
turn : 1
turks : 1
turbulent : 1
tunnel : 1
tungsten : 1
tufts : 1
tuberculosis : 1
truman : 1
tropical : 1
trip : 1
tribes : 1
treehouse : 1
tree : 1
traversed : 1
travels : 1
trail : 1
traded : 1
toward : 1
tours : 1
tourism : 1
touring : 1
tornado : 1
tongue : 1
tokyo : 1
today : 1
titus : 1
titanic : 1
tirana : 1
tiny : 1
times : 1
time : 1
tied : 1
thru : 1
thrilled : 1
third : 1
thing : 1
theses : 1
thefts : 1
theatrical : 1
thatcher : 1
thalia : 1
textiles : 1
textile : 1
tested : 1
test : 1
tesla : 1
terrorized : 1
terrible : 1
tennis : 1
ten : 1
temperature : 1
tempelhol : 1
television : 1
telescope : 1
telegraph : 1
team : 1
teaching : 1
teachers : 1
tea : 1
tasman : 1
target : 1
tape : 1
tak : 1
taj : 1
taiwanese : 1
taiwan : 1
tailoring : 1
tabs : 1
sydney : 1
switzerland : 1
swiss : 1
swims : 1
sweden : 1
suspension : 1
surrender : 1
supports : 1
supplier : 1
sunblasted : 1
sun : 1
suicides : 1
suey : 1
stuckout : 1
strip : 1
streets : 1
strasbourg : 1
stores : 1
stops : 1
stone : 1
stockyards : 1
stocks : 1
stock : 1
stewart : 1
steepest : 1
steel : 1
steam : 1
status : 1
statues : 1
statistical : 1
stations : 1
starts : 1
stand : 1
stamps : 1
stalker : 1
sprouts : 1
sprouted : 1
sprawling : 1
spill : 1
spice : 1
spend : 1
spelled : 1
spectrum : 1
specializing : 1
sparkles : 1
span : 1
spain : 1
spacecraft : 1
southwestern : 1
southernmost : 1
southeast : 1
source : 1
sound : 1
souls : 1
soto : 1
songs : 1
soldiers : 1
snowman : 1
snowiest : 1
snowboard : 1
smithsonian : 1
sled : 1
slaves : 1
skyline : 1
ski : 1
sisterðcity : 1
sisters : 1
sir : 1
sink : 1
singles : 1
sinclair : 1
simple : 1
similar : 1
sierra : 1
sicily : 1
sicilian : 1
sic : 1
showtimes : 1
showers : 1
shores : 1
shoreline : 1
shopping : 1
ship : 1
shield : 1
shelves : 1
sheep : 1
sheboygan : 1
shape : 1
shallow : 1
seven : 1
server : 1
series : 1
september : 1
separated : 1
seine : 1
seeing : 1
secondlongest : 1
secondlargest : 1
seattle : 1
seafaring : 1
screensaver : 1
scottish : 1
scorpion : 1
scores : 1
scientific : 1
science : 1
schoolhouse : 1
school : 1
schnitzel : 1
schematics : 1
scarlett : 1
saw : 1
saudi : 1
sark : 1
sarge : 1
sand : 1
samuel : 1
sam : 1
saks : 1
saint : 1
sailors : 1
sagebrush : 1
safest : 1
safari : 1
sacred : 1
russians : 1
russianled : 1
russia : 1
ruled : 1
rugs : 1
ruble : 1
rubens : 1
rubble : 1
roses : 1
rose : 1
room : 1
romania : 1
roll : 1
rockettes : 1
rock : 1
robinson : 1
robb : 1
roaring : 1
road : 1
rises : 1
rios : 1
right : 1
ridge : 1
ride : 1
richard : 1
rice : 1
rica : 1
rhode : 1
reviews : 1
review : 1
return : 1
restored : 1
resources : 1
residence : 1
represents : 1
representative : 1
report : 1
renown : 1
remains : 1
religion : 1
reliable : 1
relationship : 1
reign : 1
regardless : 1
reference : 1
refer : 1
rednitz : 1
records : 1
recently : 1
received : 1
recapture : 1
recalled : 1
really : 1
real : 1
reach : 1
rb : 1
rayburn : 1
ray : 1
ratio : 1
rainfall : 1
rain : 1
railway : 1
railroad : 1
radio : 1
quirk : 1
questions : 1
queensland : 1
quality : 1
qatar : 1
pythagoras : 1
put : 1
pushy : 1
pushes : 1
purchase : 1
puccini : 1
publisher : 1
prussian : 1
prussia : 1
proud : 1
properties : 1
project : 1
professor : 1
proceed : 1
problems : 1
pro : 1
prizes : 1
printing : 1
principal : 1
prices : 1
presidential : 1
presidency : 1
preferably : 1
powerful : 1
power : 1
postage : 1
post : 1
possession : 1
position : 1
ports : 1
port : 1
populous : 1
popular : 1
pope : 1
pony : 1
pollux : 1
polish : 1
policy : 1
poland : 1
pokemon : 1
pocahontas : 1
played : 1
play : 1
plantation : 1
plant : 1
planned : 1
plain : 1
pizarro : 1
pitchers : 1
pitch : 1
pit : 1
ping : 1
pigs : 1
pigeons : 1
picture : 1
pictorial : 1
piccadilly : 1
piazza : 1
photosynthesis : 1
photograph : 1
philippines : 1
philby : 1
petrograd : 1
petrified : 1
petersburg : 1
pesth : 1
peruvian : 1
person : 1
perpetual : 1
permitted : 1
permanent : 1
percival : 1
percent : 1
penn : 1
peninsula : 1
pendulum : 1
pegnitz : 1
pedestrians : 1
pecan : 1
peasoup : 1
pearl : 1
peanut : 1
paul : 1
past : 1
passenger : 1
parking : 1
parents : 1
papers : 1
papal : 1
oz : 1
owned : 1
overlook : 1
ouagadougou : 1
others : 1
ossining : 1
orthopedics : 1
orly : 1
orinoco : 1
originally : 1
order : 1
operations : 1
opened : 1
onefifth : 1
olympia : 1
oklahoma : 1
oilseeds : 1
oilproducing : 1
often : 1
offlimits : 1
official : 1
offices : 1
offered : 1
offer : 1
ocho : 1
occur : 1
nutrition : 1
nt : 1
nowadays : 1
november : 1
novel : 1
notch : 1
nostrum : 1
northeast : 1
nordic : 1
nominated : 1
nobel : 1
nns : 1
nixon : 1
ninetyfive : 1
nine : 1
nightmare : 1
nightclubs : 1
night : 1
nicois : 1
nicholas : 1
niagara : 1
next : 1
newspaper : 1
nestled : 1
nepal : 1
needs : 1
needle : 1
need : 1
nebuchadnezzar : 1
nearest : 1
nazis : 1
natick : 1
natchitoches : 1
narragansett : 1
naples : 1
mythology : 1
myth : 1
mutombo : 1
must : 1
muslims : 1
musical : 1
murdered : 1
murder : 1
mummified : 1
movies : 1
move : 1
mouth : 1
mountainous : 1
mother : 1
mormons : 1
montenegro : 1
monsters : 1
monarchy : 1
monarchs : 1
mona : 1
mojave : 1
missouri : 1
miss : 1
mint : 1
minnesota : 1
mined : 1
milk : 1
mikhail : 1
midi : 1
michaelangelo : 1
mexican : 1
metropolis : 1
metric : 1
meters : 1
metal : 1
merged : 1
members : 1
member : 1
melbourne : 1
meeting : 1
med : 1
mechanism : 1
meanie : 1
mcgwire : 1
mccheese : 1
mcarthur : 1
mayor : 1
mayo : 1
mayan : 1
maya : 1
mauritania : 1
mauis : 1
math : 1
massive : 1
massachusetts : 1
mass : 1
maryland : 1
marvel : 1
martin : 1
martial : 1
martha : 1
married : 1
marks : 1
market : 1
marion : 1
marino : 1
marine : 1
marijuana : 1
mare : 1
marco : 1
mar : 1
manned : 1
manmade : 1
manchukuo : 1
mammoth : 1
mall : 1
maldive : 1
makeup : 1
make : 1
maintain : 1
mainland : 1
mailing : 1
mahal : 1
magnetic : 1
madeira : 1
made : 1
maddox : 1
mackenzie : 1
machiavelli : 1
lung : 1
lund : 1
ludwig : 1
lucia : 1
lucas : 1
lowlands : 1
lovell : 1
louisiana : 1
loss : 1
loop : 1
look : 1
longitude : 1
long : 1
locomotive : 1
lobsters : 1
lobster : 1
living : 1
lists : 1
listing : 1
lisa : 1
links : 1
lilly : 1
likely : 1
ligurian : 1
lies : 1
lie : 1
libya : 1
libraries : 1
lhasa : 1
lewis : 1
levitation : 1
letters : 1
lesson : 1
less : 1
leper : 1
leonardo : 1
leon : 1
lens : 1
leif : 1
leichhardt : 1
legend : 1
legal : 1
left : 1
leave : 1
leastpopulated : 1
learn : 1
lawrence : 1
law : 1
laundry : 1
latitude : 1
las : 1
laos : 1
lane : 1
landlocked : 1
lagos : 1
lagoon : 1
label : 1
kwai : 1
knox : 1
know : 1
knife : 1
kitchen : 1
kimpo : 1
kim : 1
kickoff : 1
khyber : 1
kenyan : 1
keller : 1
keep : 1
keck : 1
kdge : 1
kay : 1
karnak : 1
kansas : 1
kalahari : 1
kaishek : 1
justice : 1
jungle : 1
juan : 1
jr : 1
joy : 1
journey : 1
journalist : 1
journalism : 1
joining : 1
joined : 1
johnny : 1
jesus : 1
jay : 1
italians : 1
israel : 1
ismail : 1
isle : 1
ireland : 1
iraq : 1
ipanema : 1
iowa : 1
invented : 1
invaded : 1
invade : 1
inuits : 1
introduced : 1
insurance : 1
institute : 1
inoco : 1
industrial : 1
indonesiamalaysia : 1
individual : 1
indies : 1
indianapolis : 1
india : 1
increase : 1
incorporate : 1
income : 1
including : 1
includes : 1
imposed : 1
importers : 1
important : 1
imperial : 1
imaginary : 1
illinois : 1
iberian : 1
hyenas : 1
hunter : 1
hungarian : 1
hundred : 1
how : 1
houses : 1
hour : 1
hosted : 1
hospital : 1
horrors : 1
hoover : 1
hooligans : 1
honey : 1
hold : 1
historically : 1
historical : 1
hispaniola : 1
hiking : 1
highlands : 1
hernando : 1
hermitage : 1
herm : 1
heretic : 1
herbert : 1
henry : 1
hence : 1
hemisphere : 1
help : 1
hell : 1
helium : 1
helen : 1
heineken : 1
health : 1
headquartered : 1
hawkeye : 1
hawaiian : 1
hawaii : 1
haversian : 1
hat : 1
harbor : 1
hara : 1
hang : 1
handle : 1
hand : 1
hampshire : 1
hamlet : 1
haifa : 1
gustav : 1
gum : 1
guinea : 1
guernsey : 1
guam : 1
guadalcanal : 1
growth : 1
groups : 1
gross : 1
grimace : 1
greeting : 1
greek : 1
greatest : 1
grapes : 1
granite : 1
grand : 1
granary : 1
gran : 1
graduate : 1
graders : 1
graced : 1
governor : 1
governed : 1
gotham : 1
gone : 1
gompers : 1
golf : 1
goes : 1
godiva : 1
goalie : 1
global : 1
glitters : 1
glasgow : 1
glamis : 1
glacier : 1
gives : 1
giants : 1
getting : 1
german : 1
gerald : 1
genetics : 1
genesis : 1
gave : 1
gateway : 1
gate : 1
garden : 1
game : 1
gallon : 1
gallery : 1
galapagos : 1
gained : 1
g2 : 1
fury : 1
furth : 1
friendly : 1
french : 1
freidreich : 1
freeway : 1
freed : 1
fred : 1
francisco : 1
france : 1
fractal : 1
fox : 1
founded : 1
forties : 1
fort : 1
formed : 1
forests : 1
foreign : 1
foreclosure : 1
forced : 1
fogs : 1
flytrap : 1
flying : 1
flu : 1
flower : 1
flow : 1
floating : 1
flight : 1
flame : 1
fishmarket : 1
fish : 1
firehole : 1
finland : 1
finger : 1
financial : 1
film : 1
files : 1
filenes : 1
fighting : 1
fight : 1
fifthlargest : 1
fields : 1
fibrosis : 1
feudal : 1
ferry : 1
feeding : 1
federal : 1
february : 1
fe : 1
fastest : 1
faso : 1
farthest : 1
farouk : 1
family : 1
fallen : 1
fairy : 1
extremes : 1
extends : 1
exposed : 1
exports : 1
export : 1
explorer : 1
experts : 1
expert : 1
experienced : 1
exile : 1
executive : 1
exclusive : 1
examples : 1
evidence : 1
everyday : 1
every : 1
ethnological : 1
established : 1
establish : 1
erykah : 1
erupts : 1
ericson : 1
erich : 1
entirely : 1
entire : 1
entering : 1
entered : 1
enter : 1
enough : 1
engineering : 1
energy : 1
ends : 1
enclose : 1
elm : 1
eli : 1
elevation : 1
elections : 1
elected : 1
eldercare : 1
el : 1
eels : 1
educational : 1
edo : 1
edmund : 1
edmonton : 1
edison : 1
edessa : 1
economic : 1
eckley : 1
eat : 1
eastward : 1
earn : 1
early : 1
earhart : 1
dylan : 1
dyck : 1
dwarf : 1
duvalier : 1
dunes : 1
due : 1
drops : 1
drive : 1
drinks : 1
drew : 1
draw : 1
drain : 1
draft : 1
dracula : 1
download : 1
douglas : 1
done : 1
dolphins : 1
dolomites : 1
dixville : 1
divides : 1
divide : 1
distributions : 1
display : 1
diseases : 1
discover : 1
disappeared : 1
directly : 1
directions : 1
direct : 1
diplomacy : 1
dinosaur : 1
dinner : 1
dikembe : 1
died : 1
die : 1
dickens : 1
dicken : 1
diamonds : 1
diamond : 1
diameter : 1
dialing : 1
dialect : 1
dew : 1
devices : 1
developing : 1
detroit : 1
detergent : 1
details : 1
detailed : 1
destroyers : 1
destination : 1
desk : 1
deserts : 1
depicted : 1
denmark : 1
delaware : 1
defensive : 1
deepest : 1
declared : 1
declare : 1
declaration : 1
debate : 1
dealer : 1
dc : 1
days : 1
day : 1
davies : 1
daughter : 1
database : 1
data : 1
darwin : 1
dartmouth : 1
daniel : 1
dams : 1
da : 1
cystic : 1
cyclone : 1
custody : 1
ctbt : 1
crusaders : 1
crowned : 1
crown : 1
criminal : 1
cricket : 1
creeps : 1
coyote : 1
cows : 1
course : 1
counterclockwise : 1
coulee : 1
could : 1
cotton : 1
costa : 1
cost : 1
corsica : 1
correct : 1
corner : 1
coral : 1
copacabana : 1
converting : 1
conversion : 1
converge : 1
contest : 1
contain : 1
contact : 1
consumption : 1
construction : 1
considering : 1
connecticut : 1
congo : 1
confederate : 1
condemn : 1
concorde : 1
concerning : 1
concentration : 1
comprises : 1
complex : 1
complete : 1
competition : 1
comparisons : 1
company : 1
common : 1
committee : 1
columbus : 1
colorful : 1
colony : 1
colonies : 1
cognac : 1
coffee : 1
coeducational : 1
codes : 1
code : 1
cobb : 1
coastlines : 1
coastal : 1
close : 1
clockwise : 1
clinton : 1
clinic : 1
climbs : 1
climb : 1
climate : 1
cleopatra : 1
clay : 1
claus : 1
classification : 1
classic : 1
claimed : 1
claim : 1
civilization : 1
citizens : 1
cisalpine : 1
circle : 1
cid : 1
chronicles : 1
christopher : 1
christian : 1
christ : 1
chop : 1
chocolates : 1
chocolate : 1
chinese : 1
china : 1
chile : 1
child : 1
chickadee : 1
chicago : 1
chiang : 1
chesapeake : 1
chemicals : 1
cheese : 1
chartered : 1
charles : 1
charge : 1
character : 1
channel : 1
chancellor : 1
championship : 1
chamber : 1
central : 1
celestial : 1
celebrated : 1
cd : 1
cayman : 1
cawdor : 1
cave : 1
castor : 1
cases : 1
cartoons : 1
cartoon : 1
carries : 1
capita : 1
canyon : 1
cannabis : 1
canals : 1
canal : 1
camp : 1
calls : 1
calendar : 1
calcutta : 1
cable : 1
cabertossing : 1
buzz : 1
buys : 1
bush : 1
burroughs : 1
burma : 1
burkina : 1
bulls : 1
bulge : 1
buildings : 1
buffalo : 1
budweiser : 1
budweis : 1
budapest : 1
buda : 1
bryant : 1
brunswick : 1
bruegel : 1
brightest : 1
bridgeconnected : 1
brian : 1
breweries : 1
brenner : 1
brazil : 1
brain : 1
bradbury : 1
boycott : 1
bowling : 1
bourbonparma : 1
bounded : 1
botanical : 1
boru : 1
bordering : 1
books : 1
bombay : 1
bolivia : 1
boheme : 1
bodies : 1
bocci : 1
bobby : 1
bob : 1
boat : 1
boarders : 1
board : 1
blue : 1
blondes : 1
blockade : 1
block : 1
blind : 1
blair : 1
blacks : 1
blackhawks : 1
black : 1
bith : 1
biscay : 1
billingsgate : 1
bic : 1
bible : 1
berth : 1
berninibristol : 1
bernardo : 1
bering : 1
benelux : 1
bend : 1
belong : 1
bell : 1
belize : 1
belgrade : 1
beerproducing : 1
beer : 1
becket : 1
bebrenia : 1
beauty : 1
bearer : 1
bear : 1
beaches : 1
beach : 1
bavaria : 1
battlefield : 1
battery : 1
basque : 1
basketball : 1
baseball : 1
barrymore : 1
barr : 1
barney : 1
banks : 1
band : 1
ball : 1
baja : 1
bagdad : 1
badu : 1
badaling : 1
back : 1
ayer : 1
away : 1
awarded : 1
avenue : 1
avalanche : 1
auto : 1
australian : 1
austerlitz : 1
attracts : 1
atlas : 1
athens : 1
assisi : 1
ask : 1
asia : 1
ash : 1
arson : 1
arsenal : 1
armed : 1
arkansas : 1
areas : 1
arctic : 1
arcadia : 1
arabia : 1
apso : 1
appropriately : 1
appears : 1
apartments : 1
apart : 1
anything : 1
antilles : 1
answerscom : 1
answers : 1
annual : 1
anniversary : 1
anita : 1
angelica : 1
angeles : 1
angel : 1
andorra : 1
ancient : 1
amtrak : 1
amsterdam : 1
americans : 1
amendment : 1
amelia : 1
amazons : 1
amazonis : 1
amazon : 1
always : 1
alphabetically : 1
allowed : 1
allies : 1
allen : 1
allan : 1
allah : 1
algiers : 1
alexander : 1
aldrin : 1
albert : 1
alabama : 1
airplane : 1
adventures : 1
adventours : 1
addresses : 1
actress : 1
across : 1
acidic : 1
abstract : 1
abraham : 1
aborigines : 1
abominable : 1
abandoned : 1
864 : 1
84 : 1
8281941 : 1
80 : 1
732 : 1
600 : 1
5th : 1
59 : 1
576 : 1
48th : 1
47 : 1
387 : 1
327 : 1
25 : 1
239 : 1
222875 : 1
200 : 1
1dollar : 1
19th : 1
1991 : 1
199 : 1
1989 : 1
1988 : 1
1984 : 1
1980 : 1
1979 : 1
1978 : 1
1976 : 1
1975 : 1
197 : 1
196 : 1
1959 : 1
1952 : 1
1951 : 1
195 : 1
1948 : 1
1940 : 1
1939 : 1
1936 : 1
1923 : 1
1922 : 1
1873 : 1
18 : 1
176 : 1
173 : 1
168 : 1
16421649 : 1
15minute : 1
155 : 1
15 : 1
14mile : 1
139 : 1
123 : 1
11thcentury : 1
000th : 1
000 : 1
('is', 'the') : 139
('what', 'is') : 95
('what', 'country') : 86
('where', 'is') : 77
('in', 'the') : 75
('where', 'can') : 67
('of', 'the') : 62
('the', 'world') : 57
('what', 'city') : 49
('can', 'find') : 44
('in', 'what') : 40
('are', 'the') : 37
('the', 'largest') : 35
('where', 'did') : 34
('what', 'are') : 31
('on', 'the') : 27
('what', 'the') : 26
('the', 'us') : 25
('the', 'most') : 25
('what', 'us') : 24
('city', 'is') : 24
('was', 'the') : 23
('us', 'state') : 23
('did', 'the') : 23
('what', 'state') : 22
('country', 'is') : 22
('has', 'the') : 21
('where', 'are') : 18
('where', 'was') : 16
('where', 'does') : 15
('what', 'two') : 15
('the', 'name') : 15
('the', 'highest') : 15
('the', 'first') : 15
('does', 'the') : 15
('city', 'in') : 15
('world', 'what') : 14
('in', 'where') : 14
('can', 'get') : 14
('world', 'where') : 13
('what', 'was') : 13
('to', 'the') : 13
('name', 'of') : 13
('the', 'capital') : 12
('country', 'has') : 12
('capital', 'of') : 12
('united', 'states') : 11
('the', 'internet') : 11
('country', 'was') : 11
('where', 'do') : 10
('what', 'river') : 10
('us', 'what') : 10
('located', 'what') : 10
('for', 'the') : 10
('find', 'the') : 10
('find', 'information') : 10
('boasts', 'the') : 10
('the', 'united') : 9
('state', 'is') : 9
('country', 'in') : 9
('country', 'did') : 9
('were', 'the') : 8
('two', 'countries') : 8
('the', 'oldest') : 8
('the', 'best') : 8
('on', 'what') : 8
('information', 'on') : 8
('from', 'the') : 8
('do', 'the') : 8
('come', 'from') : 8
('america', 'what') : 8
('all', 'the') : 8
('what', 'ocean') : 7
('what', 'nationality') : 7
('what', 'countries') : 7
('take', 'place') : 7
('state', 'has') : 7
('of', 'what') : 7
('located', 'in') : 7
('live', 'in') : 7
('largest', 'city') : 7
('from', 'what') : 7
('airport', 'what') : 7
('what', 'famed') : 6
('what', 'european') : 6
('us', 'city') : 6
('the', 'longest') : 6
('the', 'kentucky') : 6
('south', 'america') : 6
('originate', 'what') : 6
('mccarren', 'airport') : 6
('known', 'as') : 6
('kentucky', 'horse') : 6
('island', 'is') : 6
('is', 'located') : 6
('information', 'about') : 6
('horse', 'park') : 6
('home', 'to') : 6
('highest', 'mountain') : 6
('have', 'the') : 6
('email', 'address') : 6
('country', 'boasts') : 6
('city', 'was') : 6
('capital', 'is') : 6
('called', 'the') : 6
('by', 'the') : 6
('born', 'what') : 6
('american', 'city') : 6
('with', 'the') : 5
('where', 'the') : 5
('where', 'on') : 5
('what', 'south') : 5
('what', 'island') : 5
('what', 'continent') : 5
('to', 'be') : 5
('the', 'top') : 5
('the', 'tallest') : 5
('the', 'country') : 5
('the', 'biggest') : 5
('state', 'was') : 5
('south', 'american') : 5
('part', 'of') : 5
('new', 'york') : 5
('mountain', 'in') : 5
('live', 'where') : 5
('is', 'known') : 5
('is', 'home') : 5
('internet', 'what') : 5
('go', 'to') : 5
('get', 'information') : 5
('from', 'where') : 5
('european', 'country') : 5
('countries', 'have') : 5
('college', 'what') : 5
('city', 'of') : 5
('city', 'has') : 5
('city', 'boasts') : 5
('building', 'in') : 5
('as', 'the') : 5
('and', 'the') : 5
('would', 'you') : 4
('world', 'in') : 4
('which', 'country') : 4
('which', 'city') : 4
('where', 'in') : 4
('what', 'were') : 4
('what', 'sea') : 4
('what', 'russian') : 4
('what', 'new') : 4
('what', 'california') : 4
('what', 'asian') : 4
('two', 'cities') : 4
('the', 'setting') : 4
('the', 'orange') : 4
('the', 'only') : 4
('the', 'home') : 4
('the', 'city') : 4
('that', 'the') : 4
('states', 'what') : 4
('state', 'in') : 4
('square', 'miles') : 4
('served', 'by') : 4
('river', 'is') : 4
('procter', 'gamble') : 4
('point', 'in') : 4
('place', 'what') : 4
('orange', 'bowl') : 4
('nationality', 'is') : 4
('named', 'for') : 4
('name', 'the') : 4
('mountain', 'range') : 4
('location', 'of') : 4
('located', 'where') : 4
('list', 'of') : 4
