how : 492
sold : 2
sleep : 2
six : 2
sink : 2
single : 2
silversmiths : 2
show : 2
shoot : 2
ship : 2
shakespeare : 2
sell : 2
sees : 2
see : 2
seasons : 2
scarlett : 2
ruth : 2
russia : 2
rubber : 2
rows : 2
round : 2
rights : 2
rhett : 2
revolve : 2
restore : 2
remain : 2
relations : 2
reign : 2
records : 2
record : 2
real : 2
ratified : 2
rank : 2
rainbow : 2
railroad : 2
questions : 2
quarts : 2
quadruplets : 2
pursuit : 2
puppy : 2
pulltab : 2
published : 2
publish : 2
provider : 2
products : 2
probability : 2
prime : 2
pregnant : 2
pregnancy : 2
pregnacy : 2
practice : 2
players : 2
play : 2
plant : 2
pitcher : 2
pins : 2
pig : 2
percent : 2
percapita : 2
penetrate : 2
pearl : 2
patent : 2
paris : 2
par : 2
paper : 2
panama : 2
pairs : 2
oz : 2
oven : 2
outside : 2
original : 2
orgasm : 2
olympics : 2
ohio : 2
often : 2
office : 2
oceans : 2
occur : 2
occupy : 2
numbers : 2
nuclear : 2
nostradamus : 2
north : 2
nn : 2
nj : 2
neon : 2
nations : 2
names : 2
mutiny : 2
muscles : 2
mountain : 2
mother : 2
mission : 2
minutes : 2
minister : 2
mercury : 2
medical : 2
maximum : 2
matterhorn : 2
material : 2
marcos : 2
making : 2
lucy : 2
louie : 2
lou : 2
lobster : 2
line : 2
liberty : 2
letters : 2
length : 2
leaving : 2
leave : 2
least : 2
layers : 2
lawyers : 2
large : 2
label : 2
killing : 2
kennedy : 2
july : 2
joe : 2
jefferson : 2
japan : 2
jackson : 2
italian : 2
israel : 2
islands : 2
ireland : 2
iq : 2
involved : 2
invasion : 2
introduced : 2
intercourse : 2
innings : 2
ii : 2
howdy : 2
house : 2
hours : 2
horses : 2
horsepower : 2
holes : 2
hold : 2
hockey : 2
hitting : 2
hit : 2
hike : 2
highway : 2
helens : 2
helen : 2
heart : 2
hara : 2
happen : 2
hands : 2
hand : 2
gymnastics : 2
ground : 2
grooves : 2
gourd : 2
gone : 2
golden : 2
going : 2
goat : 2
glass : 2
giving : 2
gestation : 2
gehrig : 2
gallons : 2
galaxy : 2
gain : 2
front : 2
frequency : 2
french : 2
fraction : 2
fought : 2
flourish : 2
florida : 2
flavors : 2
flag : 2
fit : 2
fire : 2
films : 2
film : 2
festival : 2
female : 2
falklands : 2
eyes : 2
eye : 2
extensions : 2
expectant : 2
exercise : 2
executed : 2
exchange : 2
established : 2
erupt : 2
energy : 2
empire : 2
einstein : 2
edmund : 2
eat : 2
dots : 2
doody : 2
dogs : 2
division : 2
disk : 2
dime : 2
dialing : 2
degas : 2
dealt : 2
daycare : 2
cup : 2
cucumber : 2
crokinole : 2
country : 2
cooler : 2
contract : 2
constructed : 2
congress : 2
company : 2
community : 2
coming : 2
come : 2
colonies : 2
colombia : 2
clock : 2
cities : 2
chromosome : 2
christ : 2
characters : 2
chappellet : 2
chances : 2
center : 2
cells : 2
cd : 2
carolina : 2
career : 2
captain : 2
canada : 2
cairo : 2
caffeine : 2
butler : 2
businesses : 2
building : 2
brothers : 2
broadcasting : 2
brandenburg : 2
bounty : 2
border : 2
boosters : 2
bones : 2
blackandwhite : 2
bill : 2
believe : 2
beginning : 2
beethoven : 2
became : 2
beaver : 2
battle : 2
basketball : 2
barbie : 2
barbados : 2
ball : 2
back : 2
baby : 2
babe : 2
austria : 2
attend : 2
atlantic : 2
athletes : 2
astronauts : 2
association : 2
associates : 2
assassinated : 2
architecture : 2
approximately : 2
approximate : 2
apple : 2
appear : 2
animated : 2
among : 2
amherst : 2
alaska : 2
aged : 2
advertising : 2
900 : 2
740tree : 2
455yard : 2
25 : 2
21 : 2
1cent : 2
1993 : 2
1992 : 2
1983 : 2
1969 : 2
1965 : 2
16 : 2
13 : 2
zones : 1
zip : 1
zeros : 1
zero : 1
zeppelin : 1
zealand : 1
youngest : 1
young : 1
york : 1
yoohoo : 1
yemen : 1
yellow : 1
yearold : 1
yearly : 1
yaroslavl : 1
yards : 1
wyoming : 1
wwwquestionscom : 1
wwii : 1
writing : 1
wright : 1
workers : 1
words : 1
word : 1
women : 1
wives : 1
winslow : 1
winner : 1
winkie : 1
wingspan : 1
wine : 1
window : 1
willy : 1
willie : 1
wildlife : 1
wilderness : 1
wide : 1
wicket : 1
whole : 1
whitetail : 1
whiskers : 1
whip : 1
wheat : 1
whatever : 1
west : 1
wendy : 1
weeks : 1
weekend : 1
wee : 1
wedding : 1
websites : 1
way : 1
watts : 1
waste : 1
washington : 1
wash : 1
wars : 1
warren : 1
warmup : 1
walker : 1
walk : 1
wade : 1
vs : 1
vote : 1
volkswagen : 1
volcano : 1
vitreous : 1
visitors : 1
violins : 1
vincent : 1
villi : 1
vietnamese : 1
vienna : 1
video : 1
victims : 1
vesuvius : 1
vernal : 1
venus : 1
veins : 1
vegetation : 1
vegas : 1
value : 1
utilities : 1
utah : 1
ussr : 1
using : 1
users : 1
unique : 1
un : 1
ulysses : 1
ukrainians : 1
ukraine : 1
tyrannosaurus : 1
typing : 1
typewriter : 1
twenty : 1
tutu : 1
turning : 1
turned : 1
tulip : 1
tucson : 1
tub : 1
tsetse : 1
try : 1
troops : 1
trillion : 1
trek : 1
trees : 1
treatments : 1
treat : 1
treasury : 1
transplant : 1
trail : 1
tractors : 1
town : 1
tournament : 1
tour : 1
touch : 1
total : 1
tornados : 1
ton : 1
tom : 1
toilet : 1
titanic : 1
tiles : 1
tide : 1
thunder : 1
threeletter : 1
thousands : 1
thompson : 1
thing : 1
theorem : 1
theo : 1
thai : 1
terabyte : 1
tenths : 1
tent : 1
tennessee : 1
tel : 1
teeth : 1
teenager : 1
technology : 1
teats : 1
teaspoons : 1
taxed : 1
taller : 1
talking : 1
tails : 1
tablespoon : 1
table : 1
syringe : 1
syllables : 1
switch : 1
supreme : 1
support : 1
supper : 1
supercontinent : 1
superbowls : 1
sunlight : 1
sultan : 1
suffrage : 1
successful : 1
subsaharan : 1
studios : 1
stuart : 1
stronger : 1
strip : 1
stricken : 1
street : 1
streak : 1
stradivarius : 1
storm : 1
stop : 1
stockings : 1
steeplechase : 1
steel : 1
stay : 1
statue : 1
stations : 1
stationed : 1
stassen : 1
starspangled : 1
stanley : 1
stained : 1
squares : 1
square : 1
sprocket : 1
spritsail : 1
sprayed : 1
spoken : 1
spiderman : 1
sperm : 1
spectrum : 1
spanish : 1
spahn : 1
spacecraft : 1
soy : 1
southern : 1
source : 1
soup : 1
sort : 1
sonnets : 1
somme : 1
somene : 1
somalia : 1
softball : 1
society : 1
soccer : 1
snow : 1
snore : 1
sneezing : 1
snap : 1
snakebite : 1
smoking : 1
slinky : 1
slide : 1
sleeping : 1
sled : 1
skunks : 1
skittles : 1
skating : 1
sizes : 1
sites : 1
site : 1
siskel : 1
sir : 1
singer : 1
since : 1
simpson : 1
silversmith : 1
significant : 1
signed : 1
sign : 1
shown : 1
shots : 1
shorn : 1
shoe : 1
shirtwaist : 1
shillings : 1
shelf : 1
sheep : 1
sharks : 1
shark : 1
shadow : 1
settle : 1
set : 1
sessions : 1
servers : 1
served : 1
seriously : 1
september : 1
sentence : 1
send : 1
semper : 1
selleck : 1
seats : 1
seat : 1
sculpture : 1
scrabble : 1
scotland : 1
scored : 1
schools : 1
schooling : 1
scales : 1
scalene : 1
savings : 1
sauce : 1
sardonyx : 1
sank : 1
san : 1
salzburg : 1
salt : 1
sale : 1
russians : 1
running : 1
runner : 1
rummy : 1
rule : 1
ruby : 1
rubik : 1
royal : 1
rousseau : 1
roundrobin : 1
roulette : 1
rossini : 1
rossetti : 1
rosa : 1
roosevelt : 1
room : 1
romantic : 1
roman : 1
roll : 1
roe : 1
rodeo : 1
rococo : 1
rockefeller : 1
robin : 1
robbins : 1
rise : 1
rings : 1
ride : 1
rico : 1
rex : 1
revolutions : 1
revolutionaries : 1
reunified : 1
resting : 1
restaurant : 1
rest : 1
republic : 1
representative : 1
replica : 1
replaced : 1
rent : 1
reliever : 1
relief : 1
release : 1
regulation : 1
regular : 1
refusing : 1
refuge : 1
referees : 1
recreational : 1
recorded : 1
recommended : 1
recomended : 1
recharged : 1
rechargeable : 1
recetrack : 1
ray : 1
ratio : 1
rating : 1
ranch : 1
rain : 1
railway : 1
raid : 1
radiographer : 1
radio : 1
racetrack : 1
quilting : 1
quarters : 1
quart : 1
quantity : 1
qintex : 1
qid : 1
putting : 1
purposes : 1
purina : 1
purchase : 1
punch : 1
pull : 1
puerto : 1
psychiatric : 1
protection : 1
propellers : 1
professional : 1
produced : 1
processor : 1
problem : 1
prize : 1
prisoners : 1
princess : 1
presidency : 1
preserve : 1
prescription : 1
premiered : 1
pregnancies : 1
prayer : 1
practical : 1
position : 1
poodle : 1
polo : 1
polio : 1
poisoning : 1
poetry : 1
plymouth : 1
plo : 1
playboy : 1
plane : 1
pizza : 1
piven : 1
pitches : 1
pitchers : 1
pistol : 1
pinatubo : 1
pictures : 1
physical : 1
phoenix : 1
philippine : 1
pets : 1
peters : 1
permutations : 1
permanently : 1
pentagon : 1
pennyfarthings : 1
pennsylvania : 1
pencil : 1
pelt : 1
peller : 1
peace : 1
pay : 1
pasture : 1
pastorius : 1
pass : 1
party : 1
parthenon : 1
part : 1
parks : 1
pangaea : 1
panel : 1
pan : 1
pamplona : 1
paleontologist : 1
pages : 1
pact : 1
ozzy : 1
oyster : 1
oxygen : 1
owed : 1
outer : 1
ousted : 1
oswald : 1
ostrich : 1
oscars : 1
oscar : 1
osbourne : 1
originally : 1
order : 1
orbit : 1
operations : 1
opera : 1
opener : 1
open : 1
online : 1
oj : 1
officially : 1
official : 1
offer : 1
octopus : 1
ocean : 1
occurred : 1
obtained : 1
objects : 1
obelisk : 1
nylon : 1
ny : 1
nuremberg : 1
novels : 1
normally : 1
noriega : 1
nonaggression : 1
nominated : 1
nobel : 1
nm : 1
niigata : 1
night : 1
nicklaus : 1
nickelcadmium : 1
niagra : 1
nhl : 1
nfl : 1
next : 1
newtons : 1
newspaper : 1
never : 1
neurosurgeon : 1
neurons : 1
network : 1
needed : 1
need : 1
necklaces : 1
nebraska : 1
neanderthal : 1
neal : 1
nba : 1
nazi : 1
nation : 1
named : 1
name : 1
namath : 1
naacp : 1
mutombo : 1
music : 1
muscle : 1
murdering : 1
munich : 1
muhammad : 1
mtv : 1
mt : 1
mpilo : 1
mozambique : 1
movies : 1
movie : 1
movement : 1
mountains : 1
motto : 1
motown : 1
moscow : 1
mormons : 1
monterey : 1
montana : 1
monkey : 1
mongol : 1
mix : 1
missouri : 1
mirror : 1
mines : 1
milo : 1
milliseconds : 1
millimeters : 1
milligrams : 1
millennium : 1
mill : 1
milky : 1
milking : 1
milk : 1
military : 1
mileandaquarter : 1
midsummer : 1
mid : 1
microsoft : 1
michigan : 1
michael : 1
mexico : 1
menstruation : 1
memphis : 1
megawatts : 1
medicinal : 1
medal : 1
mean : 1
mcdonald : 1
mayfly : 1
may : 1
mature : 1
materials : 1
maryland : 1
marx : 1
martin : 1
mars : 1
marketed : 1
marked : 1
marine : 1
march : 1
mao : 1
manuel : 1
manson : 1
manned : 1
manhatten : 1
manchester : 1
manager : 1
malls : 1
malaysia : 1
makes : 1
main : 1
mail : 1
maids : 1
mackinaw : 1
mac : 1
m3 : 1
m16 : 1
luther : 1
lustrum : 1
lucky : 1
luck : 1
lucille : 1
lucelly : 1
lp : 1
love : 1
loud : 1
lottery : 1
lost : 1
lose : 1
logarithmic : 1
lockerbie : 1
livingstone : 1
lives : 1
lived : 1
little : 1
lindbergh : 1
lincoln : 1
liked : 1
like : 1
lifetime : 1
lie : 1
liability : 1
letter : 1
leos : 1
lengths : 1
lemurs : 1
lemon : 1
legs : 1
left : 1
lee : 1
led : 1
league : 1
leaders : 1
leader : 1
lay : 1
lawsuit : 1
launched : 1
lasts : 1
las : 1
larger : 1
language : 1
landed : 1
land : 1
lakes : 1
labor : 1
la : 1
kong : 1
known : 1
knight : 1
kiss : 1
kinks : 1
kinds : 1
kilowatt : 1
kill : 1
kilamanjaro : 1
kenya : 1
kentucky : 1
keep : 1
kansas : 1
jurassic : 1
junk : 1
jump : 1
juices : 1
judy : 1
jr : 1
joyce : 1
journal : 1
jordan : 1
join : 1
johnston : 1
johnson : 1
johnnie : 1
joan : 1
jimmy : 1
jews : 1
jersey : 1
jericho : 1
jeremy : 1
jean : 1
jazz : 1
janet : 1
jaco : 1
jackie : 1
issue : 1
israeli : 1
isosceles : 1
island : 1
iron : 1
iraqis : 1
iraqi : 1
iraq : 1
irancontra : 1
investigation : 1
invade : 1
intestine : 1
international : 1
internal : 1
insured : 1
insurance : 1
institute : 1
injury : 1
injuries : 1
ingmar : 1
indonesia : 1
indiana : 1
india : 1
incubate : 1
increase : 1
inch : 1
illegally : 1
iii : 1
iditarod : 1
iceland : 1
hydrogen : 1
huxley : 1
hurricane : 1
hurdle : 1
hungary : 1
hummingbird : 1
humans : 1
humanitarian : 1
hugo : 1
howard : 1
hourly : 1
hostages : 1
horse : 1
hoover : 1
hood : 1
honduras : 1
honda : 1
homes : 1
homer : 1
holiday : 1
hog : 1
hive : 1
hiv : 1
hirohito : 1
hillary : 1
highways : 1
highschool : 1
highestpaying : 1
highest : 1
hiemal : 1
hiccup : 1
hermit : 1
heptagon : 1
hendecasyllabic : 1
hen : 1
hemisphere : 1
helped : 1
help : 1
helium : 1
held : 1
height : 1
heaviest : 1
hearts : 1
healthy : 1
headed : 1
head : 1
hawaiian : 1
havlicek : 1
hastings : 1
harvey : 1
harold : 1
harbor : 1
hamburger : 1
hair : 1
gutenberg : 1
guinea : 1
growth : 1
gregorian : 1
gravity : 1
grammys : 1
gram : 1
graffiti : 1
graces : 1
gothic : 1
golfers : 1
golfer : 1
gogh : 1
goals : 1
goal : 1
glove : 1
give : 1
girl : 1
giraffe : 1
gin : 1
george : 1
geological : 1
generals : 1
general : 1
gene : 1
ge : 1
gaza : 1
gaulle : 1
gates : 1
garth : 1
garland : 1
garcia : 1
gandhi : 1
gallon : 1
g7 : 1
furlongs : 1
fruit : 1
frozen : 1
frommer : 1
fresh : 1
freedy : 1
freckles : 1
fraze : 1
franklin : 1
frankfurt : 1
frankenstein : 1
francisco : 1
frames : 1
fourth : 1
fourhanded : 1
fossils : 1
former : 1
formed : 1
form : 1
forfeited : 1
forests : 1
forest : 1
forehand : 1
fontaine : 1
flush : 1
flow : 1
floor : 1
flood : 1
flies : 1
flew : 1
flea : 1
fivezone : 1
fiveteam : 1
fivepin : 1
fitzgerald : 1
fish : 1
firm : 1
fingers : 1
fine : 1
fiji : 1
fig : 1
fidelis : 1
fiddlers : 1
fertile : 1
ferret : 1
fermont : 1
fergie : 1
feed : 1
federal : 1
fatal : 1
fastest : 1
family : 1
falls : 1
fall : 1
fahrenheit : 1
face : 1
faber : 1
exposition : 1
export : 1
exdictator : 1
excluded : 1
excellence : 1
everest : 1
ever : 1
events : 1
evaporate : 1
etched : 1
estonia : 1
estimated : 1
establish : 1
eskimo : 1
escape : 1
ers : 1
equinox : 1
equals : 1
entire : 1
enterprise : 1
enter : 1
entebbe : 1
enrolled : 1
enough : 1
englishmen : 1
engines : 1
engine : 1
ended : 1
endangered : 1
encyclopedia : 1
employ : 1
emperors : 1
emperor : 1
emmigrate : 1
elevators : 1
elephants : 1
elements : 1
electricity : 1
elected : 1
elect : 1
ejaculation : 1
ejaculate : 1
egg : 1
edge : 1
edgar : 1
ecommerce : 1
ebb : 1
east : 1
earthworms : 1
ears : 1
eagle : 1
dying : 1
dumbo : 1
duck : 1
dubai : 1
dt : 1
drunken : 1
drunk : 1
drivers : 1
drive : 1
drew : 1
dream : 1
draw : 1
drafted : 1
dozen : 1
dow : 1
doublewordscore : 1
done : 1
donate : 1
donald : 1
domesticated : 1
dollars : 1
doll : 1
docklands : 1
districts : 1
distribute : 1
dissolved : 1
dissented : 1
disneyland : 1
disks : 1
direct : 1
dipper : 1
diplomatic : 1
dimensions : 1
dimaggio : 1
dicken : 1
diana : 1
diamond : 1
diameter : 1
dial : 1
developed : 1
desmond : 1
depression : 1
deployed : 1
depicted : 1
denver : 1
dennison : 1
delegation : 1
deere : 1
deer : 1
decorations : 1
decompose : 1
declaration : 1
decision : 1
december : 1
decathlon : 1
decade : 1
debts : 1
debt : 1
dday : 1
days : 1
davies : 1
dates : 1
database : 1
darts : 1
dartboard : 1
daniel : 1
dam : 1
dairy : 1
cullions : 1
cubic : 1
cube : 1
crouching : 1
crossword : 1
cricket : 1
crib : 1
created : 1
create : 1
crabs : 1
cowboys : 1
cow : 1
court : 1
course : 1
counties : 1
corvette : 1
corridors : 1
corps : 1
corners : 1
copyright : 1
copies : 1
cool : 1
cooking : 1
control : 1
continents : 1
continental : 1
conterminous : 1
constitute : 1
consortium : 1
consecutive : 1
congressional : 1
conflicts : 1
coney : 1
condor : 1
condoms : 1
concrete : 1
concorde : 1
concert : 1
concentration : 1
conceiving : 1
computer : 1
completed : 1
compile : 1
compared : 1
companies : 1
communist : 1
commune : 1
commonplace : 1
commit : 1
commercial : 1
commandments : 1
combustion : 1
combatting : 1
colored : 1
colorado : 1
collins : 1
colleges : 1
collectible : 1
cole : 1
cola : 1
coin : 1
codes : 1
coconut : 1
cocaine : 1
coca : 1
coal : 1
clubs : 1
closing : 1
closest : 1
clip : 1
climbed : 1
clean : 1
claws : 1
clara : 1
claiming : 1
circulatory : 1
cigarette : 1
church : 1
chow : 1
chinese : 1
chilly : 1
chilean : 1
chile : 1
chest : 1
cherubs : 1
chernobyl : 1
cheetahs : 1
cheese : 1
charge : 1
character : 1
chance : 1
chairs : 1
centigrade : 1
cement : 1
cellulose : 1
celebrated : 1
cds : 1
catalogues : 1
cat : 1
casinos : 1
cartoon : 1
carry : 1
carolingian : 1
cardinal : 1
carbon : 1
caps : 1
cans : 1
canonize : 1
cannon : 1
canadians : 1
canadian : 1
camptown : 1
camps : 1
campbell : 1
camera : 1
came : 1
camden : 1
camcorders : 1
calypso : 1
call : 1
calendar : 1
calcium : 1
cables : 1
bytes : 1
butter : 1
busiest : 1
bus : 1
bullseye : 1
bulls : 1
build : 1
bug : 1
buffett : 1
brunei : 1
brooks : 1
bronze : 1
britney : 1
british : 1
britain : 1
brigham : 1
breaking : 1
break : 1
brave : 1
brand : 1
boys : 1
boy : 1
bowl : 1
bow : 1
bought : 1
bottles : 1
borg : 1
book : 1
bombing : 1
boilermaker : 1
boiled : 1
boeing : 1
boc : 1
boat : 1
boardwalk : 1
blythe : 1
blinking : 1
blacks : 1
bjorn : 1
birthstone : 1
birthdate : 1
biloxi : 1
bibles : 1
best : 1
beside : 1
bernadette : 1
bergman : 1
bends : 1
bells : 1
believed : 1
begins : 1
began : 1
bees : 1
beers : 1
beef : 1
bed : 1
beauty : 1
beatrix : 1
beatles : 1
beata : 1
beanie : 1
battery : 1
batmobile : 1
bathroom : 1
bat : 1
baskin : 1
baseman : 1
barrymore : 1
barcode : 1
banner : 1
banned : 1
bankruptcy : 1
bald : 1
bails : 1
bad : 1
backgammon : 1
away : 1
awards : 1
awarded : 1
aviv : 1
avery : 1
available : 1
automobiles : 1
automobile : 1
auto : 1
authorities : 1
australian : 1
australia : 1
august : 1
attendance : 1
attempts : 1
attacked : 1
atm : 1
associaton : 1
assassinations : 1
assassination : 1
assassinate : 1
arthur : 1
armor : 1
armed : 1
arles : 1
argon : 1
argentina : 1
arctic : 1
archery : 1
arcadia : 1
approval : 1
appalachian : 1
apartheid : 1
apart : 1
aol : 1
anzus : 1
antigua : 1
anthem : 1
answers : 1
annual : 1
announced : 1
animal : 1
anglican : 1
angles : 1
andrew : 1
amtrak : 1
amendment : 1
ambassadorial : 1
ambassador : 1
amazon : 1
alphabet : 1
alltime : 1
allstar : 1
alliance : 1
aldous : 1
alcoholic : 1
akita : 1
airport : 1
airline : 1
africa : 1
aeul : 1
adventures : 1
adopt : 1
admitted : 1
adjacent : 1
actually : 1
actress : 1
actors : 1
actor : 1
activity : 1
active : 1
acres : 1
acreage : 1
account : 1
accidents : 1
accident : 1
academy : 1
abuse : 1
abraham : 1
abolished : 1
aaa : 1
78475943 : 1
737 : 1
56game : 1
4th : 1
48 : 1
45mhz : 1
35millimeter : 1
2footsquare : 1
23 : 1
20game : 1
1999 : 1
1998 : 1
1997 : 1
1996 : 1
1994 : 1
1984 : 1
1972 : 1
1971 : 1
1968 : 1
1967 : 1
1966 : 1
1963 : 1
1959 : 1
1942 : 1
1941 : 1
1940s : 1
1940 : 1
1930s : 1
1900s : 1
19 : 1
1886 : 1
188 : 1
1872 : 1
1865 : 1
1812 : 1
18 : 1
16year : 1
1699172 : 1
15yearold : 1
15 : 1
12 : 1
11 : 1
103 : 1
100page : 1
100 : 1
('how', 'many') : 323
('is', 'the') : 136
('what', 'is') : 111
('are', 'there') : 71
('was', 'the') : 67
('in', 'the') : 61
('how', 'much') : 57
('when', 'was') : 53
('how', 'long') : 50
('when', 'did') : 49
('of', 'the') : 46
('what', 'year') : 43
('there', 'in') : 37
('many', 'people') : 35
('did', 'the') : 34
('year', 'did') : 24
('it', 'take') : 24
('does', 'it') : 22
('in', 'what') : 21
('are', 'in') : 21
('long', 'does') : 20
('what', 'was') : 19
('the', 'average') : 18
('does', 'the') : 18
('year', 'was') : 17
('the', 'first') : 17
('what', 'are') : 16
('the', 'us') : 16
('how', 'old') : 16
('are', 'the') : 14
('there', 'on') : 13
('the', 'world') : 13
('population', 'of') : 13
('from', 'the') : 13
('on', 'the') : 12
('many', 'years') : 12
('have', 'how') : 12
('what', 'the') : 11
('the', 'population') : 11
('old', 'is') : 11
('many', 'times') : 11
('when', 'is') : 10
('there', 'how') : 10
('much', 'did') : 10
('how', 'far') : 10
('for', 'the') : 10
('year', 'how') : 9
('what', 'percentage') : 9
('to', 'the') : 9
('take', 'to') : 9
('percentage', 'of') : 9
('number', 'of') : 9
('how', 'big') : 9
('die', 'how') : 9
('big', 'is') : 9
('what', 'day') : 8
('the', 'earth') : 8
('many', 'miles') : 8
('at', 'the') : 8
('vietnam', 'war') : 7
('united', 'states') : 7
('the', 'vietnam') : 7
('the', 'united') : 7
('the', 'moon') : 7
('of', 'an') : 7
('much', 'money') : 7
('much', 'does') : 7
('minimum', 'wage') : 7
('make', 'up') : 7
('live', 'in') : 7
('how', 'tall') : 7
('do', 'you') : 7
('day', 'how') : 7
('american', 'soldiers') : 7
('with', 'the') : 6
('will', 'the') : 6
('what', 'date') : 6
('were', 'there') : 6
('university', 'of') : 6
('the', 'university') : 6
('the', 'number') : 6
('the', 'american') : 6
('tall', 'is') : 6
('long', 'is') : 6
('how', 'fast') : 6
('have', 'what') : 6
('have', 'been') : 6
('does', 'an') : 6
('day', 'of') : 6
('date', 'of') : 6
('cost', 'how') : 6
('by', 'the') : 6
('born', 'how') : 6
('world', 'war') : 5
('world', 'how') : 5
('what', 'time') : 5
('what', 'month') : 5
('what', 'does') : 5
('watch', 'the') : 5
('war', 'how') : 5
('to', 'be') : 5
('there', 'what') : 5
('the', 'year') : 5
('the', 'week') : 5
